NEG_01_NEG,NEG_03_NEG,NEG_04_NEG,NEG_05_NEG,NEG_06_NEG,NEG_07_NEG,NEG_03_POS,NEG_04_POS,NEG_05_POS,NEG_06_POS,NEG_01_HBD,NEG_04_HBD,NEG_07_HBD,NEG_04_HBA,NEG_05_HBA,NEG_06_HBA,NEG_07_HBA,NEG_02_ARC,NEG_03_ARC,NEG_04_ARC,NEG_05_ARC,NEG_06_ARC,NEG_07_ARC,NEG_02_HYP,NEG_03_HYP,NEG_04_HYP,NEG_05_HYP,NEG_06_HYP,NEG_07_HYP,POS_03_POS,POS_04_POS,POS_05_POS,POS_07_POS,POS_03_HBD,POS_04_HBD,POS_05_HBD,POS_06_HBD,POS_07_HBD,POS_03_HBA,POS_04_HBA,POS_05_HBA,POS_06_HBA,POS_07_HBA,POS_02_ARC,POS_03_ARC,POS_04_ARC,POS_05_ARC,POS_06_ARC,POS_07_ARC,POS_02_HYP,POS_03_HYP,POS_04_HYP,POS_05_HYP,POS_06_HYP,POS_07_HYP,HBD_04_HBD,HBD_05_HBD,HBD_06_HBD,HBD_07_HBD,HBD_03_HBA,HBD_04_HBA,HBD_05_HBA,HBD_06_HBA,HBD_07_HBA,HBD_02_ARC,HBD_03_ARC,HBD_04_ARC,HBD_05_ARC,HBD_06_ARC,HBD_07_ARC,HBD_02_HYP,HBD_03_HYP,HBD_04_HYP,HBD_05_HYP,HBD_06_HYP,HBD_07_HYP,HBA_03_HBA,HBA_04_HBA,HBA_05_HBA,HBA_06_HBA,HBA_07_HBA,HBA_03_ARC,HBA_04_ARC,HBA_05_ARC,HBA_06_ARC,HBA_07_ARC,HBA_02_HYP,HBA_03_HYP,HBA_04_HYP,HBA_05_HYP,HBA_06_HYP,HBA_07_HYP,ARC_01_ARC,ARC_02_ARC,ARC_03_ARC,ARC_04_ARC,ARC_05_ARC,ARC_06_ARC,ARC_07_ARC,ARC_02_HYP,ARC_03_HYP,ARC_04_HYP,ARC_05_HYP,ARC_06_HYP,ARC_07_HYP,HYP_01_HYP,HYP_02_HYP,HYP_03_HYP,HYP_04_HYP,HYP_05_HYP,HYP_06_HYP,HYP_07_HYP,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00,XLogP,PSA,NumRot,NumHBA,NumHBD,MW,BBB,BadGroup,Outcome
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1.8003,1.6131,-2.1076,2.3275,-2.853,3.187,-3.6862,4.0898,-0.8294,1.3747,-1.7074,2.2134,-2.6042,3.1203,-3.5092,4.0472,-0.9947,1.1411,-1.8214,2.0492,-2.7065,2.9793,-3.6082,3.9165,1.434,110.99,11,6,1,434.562,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2.3983,1.6139,-2.5262,2.3342,-2.8531,3.2013,-3.6862,4.1106,-0.8294,1.3761,-1.7074,2.2191,-2.6042,3.1313,-3.5092,4.0635,-0.9947,1.1444,-1.8214,2.0575,-2.7065,2.9929,-3.6082,3.9355,3.449,120.22,11,7,1,512.632,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1.7991,1.613,-2.1076,2.3278,-2.853,3.188,-3.6862,4.0916,-0.8294,1.3746,-1.7074,2.2139,-2.6042,3.1215,-3.5092,4.0491,-0.9947,1.1422,-1.8214,2.051,-2.7065,2.9818,-3.6082,3.9196,3.452,101.76,9,5,1,458.628,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3865,2.1769,-2.5272,2.4114,-2.8439,3.2875,-3.6672,4.2045,-0.832,1.3777,-1.7125,2.2241,-2.6112,3.1404,-3.518,4.077,-0.9959,1.1265,-1.8281,2.0472,-2.7178,2.9881,-3.6228,3.9358,1.538,169.3,15,9,2,556.641,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.3865,2.1769,-2.5272,2.4161,-2.8439,3.2906,-3.6671,4.2076,-0.832,1.3781,-1.7125,2.2251,-2.6112,3.1421,-3.518,4.0793,-0.9958,1.1274,-1.828,2.0488,-2.7178,2.9904,-3.6228,3.9388,3.01,152.51,17,9,1,585.679,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2216,2.1805,-2.3526,2.4193,-2.8439,3.2919,-3.6672,4.2097,-0.832,1.3786,-1.7125,2.2264,-2.6112,3.1441,-3.518,4.082,-0.9958,1.127,-1.828,2.0489,-2.7178,2.9911,-3.6228,3.94,2.261,164.54,17,10,2,598.678,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2216,2.1805,-2.3526,2.4188,-2.8439,3.2914,-3.6672,4.209,-0.832,1.3783,-1.7125,2.2258,-2.6112,3.1433,-3.518,4.081,-0.9958,1.1273,-1.828,2.049,-2.7178,2.991,-3.6228,3.9397,3.334,155.31,15,9,2,582.679,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2216,2.1805,-2.3526,2.4187,-2.8439,3.2911,-3.6672,4.2087,-0.832,1.3782,-1.7125,2.2256,-2.6112,3.143,-3.518,4.0805,-0.9958,1.1273,-1.828,2.0489,-2.7178,2.9908,-3.6228,3.9394,3.443,155.31,16,9,2,582.679,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.2757,2.1805,-2.3968,2.4229,-2.8439,3.2924,-3.6671,4.2088,-0.832,1.378,-1.7125,2.2249,-2.6112,3.1416,-3.518,4.0786,-0.9958,1.1269,-1.828,2.048,-2.7178,2.9893,-3.6228,3.9374,3.047,152.51,14,9,1,555.609,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3988,2.1769,-2.6123,2.4113,-2.9989,3.2891,-3.6672,4.2082,-0.832,1.379,-1.7125,2.2283,-2.6112,3.1477,-3.518,4.0872,-0.9958,1.1327,-1.828,2.0559,-2.7178,2.9995,-3.6228,3.9498,3.089,159.22,16,8,2,592.674,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3987,2.1769,-2.5268,2.4087,-2.8439,3.2841,-3.6672,4.2007,-0.832,1.3779,-1.7125,2.2244,-2.6112,3.1406,-3.518,4.0771,-0.9958,1.1288,-1.828,2.0488,-2.7178,2.9894,-3.6228,3.9369,2.419,155.31,18,9,2,584.695,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3987,2.1769,-2.5268,2.4085,-2.8439,3.2837,-3.6672,4.1999,-0.832,1.3778,-1.7125,2.224,-2.6112,3.14,-3.518,4.0762,-0.9958,1.1284,-1.828,2.0482,-2.7178,2.9885,-3.6228,3.9357,2.061,155.31,17,9,2,570.668,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3987,2.1768,-2.5268,2.4083,-2.8439,3.2836,-3.6672,4.2,-0.832,1.3775,-1.7125,2.2238,-2.6112,3.1399,-3.518,4.0761,-0.9958,1.1291,-1.828,2.0489,-2.7178,2.9894,-3.6228,3.9366,3.492,146.08,16,8,2,568.696,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3987,2.1768,-2.5268,2.4082,-2.8439,3.2834,-3.6672,4.1997,-0.832,1.3775,-1.7125,2.2236,-2.6112,3.1395,-3.518,4.0757,-0.9958,1.1291,-1.828,2.0488,-2.7178,2.9892,-3.6228,3.9363,3.601,146.08,17,8,2,568.696,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3987,2.1768,-2.5268,2.4077,-2.8439,3.2818,-3.6672,4.197,-0.832,1.377,-1.7125,2.2219,-2.6112,3.1366,-3.518,4.0716,-0.9959,1.1277,-1.8281,2.0464,-2.7178,2.9855,-3.6228,3.9315,1.733,160.07,13,8,2,512.588,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.3988,2.1769,-2.5268,2.4121,-2.8439,3.2846,-3.6671,4.1999,-0.832,1.3773,-1.7125,2.2229,-2.6112,3.1382,-3.518,4.0738,-0.9958,1.1286,-1.828,2.0479,-2.7178,2.9877,-3.6228,3.9344,3.205,143.28,15,8,1,541.626,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.2759,2.1806,-2.3973,2.4245,-2.8439,3.2951,-3.6672,4.2127,-0.832,1.3784,-1.7125,2.2265,-2.6113,3.1446,-3.5181,4.0828,-0.996,1.1276,-1.8284,2.0495,-2.7182,2.9918,-3.6232,3.941,4.331,152.51,15,9,1,583.663,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.3988,2.1769,-2.5269,2.4136,-2.844,3.2872,-3.6672,4.2035,-0.832,1.3777,-1.7125,2.2245,-2.6113,3.1411,-3.5181,4.0779,-0.996,1.1294,-1.8284,2.0495,-2.7182,2.9902,-3.6232,3.9379,4.489,143.28,16,8,1,569.68,0,1,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.6119,-2.6122,2.3259,-2.9988,3.1878,-3.6852,4.0945,-0.826,1.3781,-1.7002,2.2229,-2.5939,3.1359,-3.4962,4.0686,-0.995,1.1651,-1.8181,2.0777,-2.6988,3.0115,-3.5966,3.9531,3.91,125.98,11,6,1,599.757,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-2.3549,1.6118,-2.6122,2.3236,-2.9988,3.1813,-3.6852,4.0834,-0.826,1.3762,-1.7002,2.2168,-2.5939,3.1249,-3.4962,4.0527,-0.995,1.1579,-1.8181,2.0659,-2.6988,2.9946,-3.5966,3.9311,3.216,131.53,11,5,2,522.671,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.6118,-2.6122,2.3234,-2.9988,3.1809,-3.6852,4.0828,-0.826,1.3761,-1.7002,2.2165,-2.5939,3.1244,-3.4962,4.0519,-0.995,1.1578,-1.8181,2.0656,-2.6988,2.9941,-3.5966,3.9304,3.815,131.53,13,5,2,524.687,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.6119,-2.6122,2.3244,-2.9988,3.1834,-3.6852,4.0869,-0.826,1.3765,-1.7002,2.2182,-2.5939,3.1278,-3.4962,4.057,-0.995,1.1588,-1.8181,2.0684,-2.6988,2.9987,-3.5966,3.9367,4.115,131.53,13,5,2,562.736,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.6125,-2.6122,2.3278,-2.9988,3.1894,-3.6852,4.0948,-0.826,1.4175,-1.7002,2.2313,-2.5939,3.1408,-3.4962,4.0713,-0.995,1.1595,-1.8181,2.071,-2.6988,3.0032,-3.5967,3.9432,2.959,157.56,11,5,2,535.626,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3917,1.6124,-2.6123,2.3278,-2.9988,3.1907,-3.6852,4.0978,-0.826,1.3773,-1.7002,2.2211,-2.5939,3.1333,-3.4962,4.0654,-0.995,1.1608,-1.8181,2.0731,-2.6988,3.0062,-3.5967,3.9471,3.867,140.76,12,6,2,560.676,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,2.2131,-2.6122,2.5481,-2.9988,3.2155,-3.6852,4.1126,-0.826,2.4016,-1.7002,2.6752,-2.5939,3.1836,-3.4962,4.0834,-0.995,1.1627,-1.8181,2.0767,-2.6988,3.0113,-3.5967,3.9537,4.448,131.53,12,5,2,598.647,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.6122,-2.6122,2.3262,-2.9988,3.1884,-3.6852,4.0956,-0.826,1.3772,-1.7002,2.2212,-2.5939,3.1338,-3.4962,4.0664,-0.995,1.1665,-1.8181,2.0796,-2.6988,3.0135,-3.5967,3.9551,4.582,131.53,11,5,2,579.122,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.612,-2.6122,2.3251,-2.9988,3.1854,-3.6852,4.0905,-0.826,1.3766,-1.7002,2.2193,-2.5939,3.1303,-3.4962,4.0611,-0.995,1.1653,-1.8181,2.0766,-2.6988,3.0085,-3.5966,3.9483,3.825,131.53,13,5,2,558.704,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3564,1.6122,-2.6141,2.326,-3.0006,3.1862,-3.6852,4.0907,-0.826,1.3774,-1.7002,2.2205,-2.5939,3.1313,-3.4962,4.0616,-0.995,1.1597,-1.8181,2.0705,-2.6988,3.0018,-3.5966,3.9409,2.795,144.67,12,5,2,534.638,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.6122,-2.6122,2.3255,-2.9988,3.1855,-3.6852,4.09,-0.826,1.3786,-1.7002,2.2227,-2.5939,3.1338,-3.4962,4.0641,-0.995,1.1584,-1.8181,2.0686,-2.6988,2.9997,-3.5966,3.9386,2.481,172.66,11,5,2,537.667,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.4164,1.6123,-2.6123,2.3273,-2.9989,3.19,-3.6852,4.0972,-0.826,1.3773,-1.7002,2.2213,-2.5939,3.1337,-3.4962,4.0659,-0.995,1.1607,-1.8181,2.0736,-2.6988,3.0071,-3.5967,3.9484,3.861,140.76,13,6,2,574.703,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-2.3549,1.612,-2.6122,2.325,-2.9988,3.1851,-3.6852,4.0901,-0.826,1.3766,-1.7002,2.219,-2.5939,3.1298,-3.4962,4.0604,-0.995,1.1648,-1.8181,2.0758,-2.6988,3.0075,-3.5966,3.947,3.667,131.53,12,5,2,544.677,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.8225,1.6118,-2.1076,2.3235,-2.8529,3.1821,-3.6852,4.0855,-0.826,1.3759,-1.7002,2.2168,-2.5939,3.1259,-3.4962,4.055,-0.995,1.1643,-1.8181,2.0736,-2.6988,3.0037,-3.5966,3.9417,3.619,127.62,12,6,2,562.736,0,0,Inactive
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-1.8225,1.6116,-2.1076,2.3219,-2.8529,3.1777,-3.6852,4.0778,-0.826,1.3754,-1.7002,2.2141,-2.5939,3.1201,-3.4962,4.0458,-0.995,1.156,-1.8181,2.0616,-2.6988,2.988,-3.5966,3.9224,2.731,127.62,11,6,2,526.703,0,0,Inactive
